jobTitle,jobSkills,employer,city,state,geoCode
Big Data Developer,Java|Algorithms|Multithreading|Perl|Ruby|QA|Apache Hadoop|Linux administration,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
ServiceNow Administrator,BIND|Lifecycle management|Change management|HTML|Research,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,Java|QA|JavaScript|Consulting|API|HTTP,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,Software engineering|Java|Spring|JDBC|Multithreading|AngularJS|Consulting,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,Multi-factor authentication|Identity management|Java,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Lead Developer,HTML|IBM WebSphere|Analytical skill|Software engineering|Programming|Database design|Oracle|QA|Java|SOAP|Unix|C#|XML,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Visual Basic|Modeling|Development management|SQL|Research|Metrics,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Development management|Metrics|QA|.NET|Project management|Architecture,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Equity derivatives|PNL|Multithreading,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Java Lead Developer,TDD|Jenkins|PL/SQL|Microsoft SQL Server|SVN|Apache HTTP Server|Informatica|Agile|Database design,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,Microsoft Windows|Oracle Developer|Unix|PL/SQL|SQL|Security|DBA,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Fullstack .Net Developer,Database design|C#|SQL|MongoDB|QA|Programming|Multithreading|CSS,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,Business-to-business|Agile|Retail|AngularJS|QA,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Java Developer,Java|MySQL|HTML|PL/I|Consulting|JDBC|Telecommunications|Ajax|MySQL,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Web Developer,JavaScript|Ajax|CSS|jQuery|UX,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,CSS|XSLT|PL/SQL|XML|Architecture|Ajax|jQuery|Research|J2EE|OOD,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Salesforce Developer,Sales|Programming|SQL|Use cases|Microsoft Exchange|C++|API|Microsoft SQL Server,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,SQL|PostgreSQL|PHP|Git,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,CSS|HTML|Electronic commerce,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Salesforce Developer,Visualforce|APEX|Apex|APEX|Apex|Salesforce.com|Salesforce.com,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Lead Application Developer,Engineering|GUI|Web development,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Mobile Developer,HTML|Agile|Security|SDLC|UX|Android|Architecture,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
Salesforce Developer,Salesforce.com|Consulting|Sales,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
ServiceNow Administrator,HTML|Project management|JavaScript|Knowledge management,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Hadoop Developer,Linux administration|Data modeling|Business intelligence,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Siebel Developer,Networking|Database design|CGI|Microsoft Windows|Architecture|CSS|SOAP|Supervision|Siebel|QA,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,HTML|JavaScript|CSS|UI|Agile,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
PHP Developer,CSS|Internet|HTML,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,Python|Software engineering|Java|QA|Sales,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Mainframe Systems Programmer,CLIST|VSAM|CICS|Unix|Java|Data collection|Virtual machines|PL/I|Software|Consulting|IBM DB2|Programming|ISPF|Disaster recovery|Database|SMP/E|Job Entry Subsystem 2/3,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Mobile Developer,Java|Multimedia|iOS,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Python|JavaScript|Java|API|IBM DB2|Oracle,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
ServiceNow Developer,Project management|HTML|Business requirements|QA|QA,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Angular JS Developer,Business requirements|Scheduling|CSS,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
.Net Developer,ASP|SQL|Microsoft IIS|.NET|QA|XML|ASP.NET|Programming,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,Configuration management database|Data modeling|HTML|Modeling|Java|JavaScript,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Developer,Data analysis|Consulting|SQL|.NET|Microsoft Excel|Metrics|Research,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Visual Basic|Business-to-business|ASP.NET|XML|.NET|SOAP|ASP|jQuery|CSS|QA|HTML,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Web services|Java|Apache Struts,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
Database Developer,Scheduling|QA|SQL|WSDL|ERP management|Supply chain management,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Frontend Developer,QA|Linux administration|Architecture|Algorithms|UX,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
PHP Developer,SQL|Git|PostgreSQL|MySQL,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Web design|JDeveloper|ASP|Security|Agile|Apache HTTP Server|XML|HTML|CSS|Microsoft SQL Server|C#|JavaScript|ASP.NET|QA,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Microsoft Windows|Architecture|Agile|Perl|Python,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,JavaScript|UX|CSS,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
C++ Developer,Android|Agile|iOS|Java|QA,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,HTTP|Project management|.NET,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Software engineering|Business-to-business|Adobe|jQuery|MySQL|iOS|Content management|Oracle|Android,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Cryptography|Programming|Research|Security|Networking|Algorithms|C#,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Application Developer,Scrum|Microsoft Excel|Agile|.NET|Consulting|JavaScript,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Developer,Security|Project management|IBM Cognos|Linux administration|IBM,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
C# Developer,Microsoft Exchange administration|Software engineering|Programming|Agile,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
C# Developer,Python|HTML5|Information systems|JavaScript|Git|Teamwork|Microsoft Visual Studio|AngularJS,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,Informatica|HTML|Software engineering|QA|Oracle|Analytical skill|Feasibility study|Programming,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Programming|JavaScript|IBM Rational|Unix,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
C++ Developer,Equity|Derivatives|PNL,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,ASP.NET|.NET|.NET,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Ruby on Rails Developer,JavaScript|CSS|Programming|UX|Perl,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Mobile Developer,Supervision|Java|Security|SDLC|UX|iOS|JavaScript,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
C# Developer,SQL|C++|.NET|Architecture,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Java Developer,Oracle|Security|Java|XML|J2EE,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Java Developer,Research|Linux|Unix|Algorithms|MySQL|Data analysis,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
PeopleSoft Developer,ASP.NET|PeopleSoft|ASP|SQR|jQuery|XML,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Database Developer,CGI|Security|QA,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,PHP|Oracle|JavaScript|Linux,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,MySQL|Unix|Data analysis|Java|MySQL|Research,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Spring|Multithreading|Java|Java,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Specification|Android|Data analysis|QA|Oracle|SOAP|Programming|jQuery,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,XSL|AngularJS|ASP.NET|Programming|Software engineering|QA|Sales|Microsoft IIS,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Web services|Java|JasperReports|Java,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
IBM BPM Developer,Process modeling|IBM|Business process,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,HTTP|SVN|QA,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,ANSI|HTML|QA|Research|Scrum|Ajax|JavaScript|Java|Database design|Agile|PL/I|Oracle|JDBC|J2EE|AngularJS,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Information Assurance Analyst,iOS|Agile|Programming|Software development|Solaris|Security|Android,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Jenkins|Research|PL/I|QA|XML|Java|SQL|J2EE|Agile|Git|Enterprise JavaBeans|JavaScript|Java|Ajax|HTML,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Salesforce Developer,JavaScript|HTTP|XML|Programming,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
C++ Developer,Printers|GUI|Python|Microsoft Windows,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,Microsoft SQL Server|J2EE|Apache HTTP Server|Git|IDE|Agile|PL/SQL|Jenkins,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
.Net Web Developer,UI|Web development|Salesforce.com|HTML5|RESTful|Microsoft SQL Server|C#,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Node Developer,Java|API|J2EE,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,J2EE|IBM WebSphere|IBM DB2|Oracle,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,HTTP|Shell scripting|Architecture|Business requirements|OOD|Risk management|Ajax|jQuery|Agile|Java,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Liferay Developer,PHP|Programming|HTML|API,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Middleware|Business-to-business|SQL|PL/SQL|PL/I|HTML|Unix|Architecture|EDI|Java,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Web Developer,Ruby|Lifecycle management|HTML|QA|Java|JavaScript,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,SOAP|Consulting|Apache HTTP Server|Adobe Dreamweaver|PL/I|UI|Microsoft Excel,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,SOAP|Ajax|IBM DB2|XSL|SQL|Specification|AngularJS|Enterprise JavaBeans|UI|HTML|TDD|Security|Java|jQuery|JavaScript|MySQL,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Report Developer,PostgreSQL|Database design|Security|Consulting,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,AngularJS|GitHub|UI,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Liferay|Apache Tomcat|PrimeFaces|J2EE|JPA|Java|ICEfaces|Siteminder,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Java Lead Developer,Oracle|Agile|Research|XML|J2EE|Microsoft SQL Server|IBM,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Java|Verification and validation|Embedded systems|XML|Architecture|Scrum,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Software Engineering Intern,QA|Python|C++|Internship,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Application Developer,Programming|QA|Visual Basic|SQL|Physics,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Web Designer,SQL|jQuery|.NET|HTML|QA|HTTP,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Angular JS Developer,HTTP|XSLT|UX|J2EE|Web browsers,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
.Net Developer,SQL|Oracle|.NET,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Programming|AWT|SQL,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
PHP Developer,JavaScript|PHP|Git|Architecture,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Fullstack Developer,.NET|QA|XML|HTTP|Jenkins,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Python Developer,Algorithms|Python|MongoDB,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,Programming|Programming|C++|Java|OOP,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,SQL|QA|.NET|.NET,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Lead Developer,Telecommunications|Telecommunications|Oracle|Oracle,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Architecture|Database design|JavaScript|Android|ASP.NET|SOAP|Embedded systems|SQL,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,API|Supervision|TDD,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
DevOps Engineer,MySQL|Software engineering|JavaScript|MySQL,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Business Intelligence Developer,Computer-aided software engineering|Customer service|Business requirements|SQL|Business intelligence,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Java Lead Developer,SOAP|Java|Java|Leadership|Java,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Web Developer,QA|HTTP|MySQL,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,RESTful|Web services|Node.js|SOA|Data structure|RESTful,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Fullstack Developer,Revision control|HTTP|JavaScript|Apache HTTP Server|jQuery,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,J2EE|JavaServer Faces|JMS|Enterprise JavaBeans|J2EE,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Oracle PL SQL Developer,Data analysis|HTTP|Shell scripting|Tivoli,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Java Developer,C++|IDE|Network security|Apache Subversion|Linux,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Android Developer,Embedded systems|XML|Programming|Verification and validation|HTTP|CSS,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Apache HTTP Server|Informatica|SOAP|Jenkins|Database design|Java|CGI|SVN|TDD,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Angular JS Developer,XML|SOAP|CSS|PHP|MySQL|Scrum|Python|Security|Programming|Linux administration|Java|Scripting|Unix|AngularJS|HTML,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,JavaScript|XML|Ajax|Scrum|HTML|Database design|PL/SQL|Jenkins|OOP|J2EE|Consulting|AngularJS|PL/I|Git|SOAP,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Research|JDBC|XML|SQL|J2EE|Ajax|SOAP|Consulting|Java|Java|Programming|Enterprise JavaBeans|Database design|Agile|PL/SQL,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
SharePoint Developer,HTML|ASP.NET|Consulting|ASP,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
ETL Developer,SQL|Teradata|Modeling|Customer service|Data modeling,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Email Developer,JavaScript|Programming|Accounting|Adobe|QA|HTML|Property and casualty insurance,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
SharePoint Developer,Architecture|JavaScript|ActiveX|UI|Web design|ADO,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,XML|Web development|Database design,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Cyber Security Analyst,Encryption|Security|SQL|Project management|VPN|Customer service,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,JDBC|SOAP|ANSI|PL/SQL|Ajax|AngularJS|PL/I|JavaScript|Business requirements|SQL|J2EE|Jenkins|XML|Java|Enterprise JavaBeans,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Agile|MVC|C#,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Lead Developer,Java|J2EE|SDLC|CGI,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,Git|CSS|PHP|JavaScript,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Web Developer,QA|JavaScript|XML|Web development,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
Tibco Developer,Java|J2EE|QA|XML|SDLC,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,SAP BI|HTTP|TIBCO|Oracle|Architecture|Shell scripting|Unix|XML|J2EE|Apache Subversion|JSP|Jenkins,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,Revision control|HTML|Web browsers,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Android Developer,Security|Software engineering|Android|Research,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,Ruby|Python|Git|Ajax|Customer service|AngularJS|SOAP|JavaScript|Content management|Revision control,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Embedded Engineer,UML|Linux|IBM|Modeling|Java|IBM Rational ClearCase|Embedded software,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Software|Java|Software|Java|IT|Java|Java,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Report Developer,Python|Linux|SQL|Video,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
SOA Developer,Supply chain management|Agile|Architecture|Oracle|Java|XML|QA,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
iOS Developer,Animation|TDD|Ruby|UX,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,SQL|ASP.NET|Visual Basic|Microsoft SQL Server|Physics,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Integration Developer,Programming|XML|SDLC|QA|Java,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Programming|MySQL|Java,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,SQL|Enterprise JavaBeans|XML,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,Java|PHP|JavaScript|Apache HTTP Server,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,CSS|QA|JavaScript|HTML|Intranet|Microsoft SQL Server,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
